car_id,brand,model,year,price_lakh,fuel_type,car_type,engine_cc,horsepower,mileage_kmpl,cylinders,engine_type,engine_size,fuel_system,stroke,max_speed_kmph,peak_rpm,drive_wheel,door_number,engine_location,length_mm,width_mm,height_mm,wheelbase_mm,weight_kg,battery_capacity_kwh,range_km,transmission
448,Mahindra,XUV700,2017,29.8,Petrol,Sedan,1200,82,13.9,6,DOHC,1.2,MPFI,81.4,160,5450,FWD,5,Front,4568,1797,1459,2925,1225,,,Manual
449,Mahindra,XUV700,2023,15.9,Electric,SUV,0,123,0.0,0,DOHC,0.0,Battery,0.0,178,0,RWD,5,Front,4440,1729,1819,2971,1689,70,435,Automatic
450,BMW,X1,2021,54.9,Petrol,SUV,3000,218,22.4,4,DOHC,3.0,MPFI,75.9,231,6340,FWD,5,Front,4730,1537,1511,2357,2013,,,Automatic
451,Mahindra,XUV700,2021,23.1,Petrol,Sedan,1000,93,14.5,4,DOHC,1.0,MPFI,87.3,194,4863,AWD,4,Front,4680,1511,1751,2605,2147,,,Automatic
452,Tata,Punch,2026,20.5,Petrol,SUV,800,57,19.5,3,DOHC,0.8,MPFI,95.3,191,5908,AWD,4,Front,3740,1910,1567,2971,998,,,Automatic
453,Honda,City,2020,24.7,Petrol,Hatchback,1200,78,25.0,4,DOHC,1.2,MPFI,75.9,175,4227,AWD,4,Front,4373,1844,1415,2853,1616,,,Automatic
454,Mahindra,Scorpio,2022,20.3,Diesel,Hatchback,800,77,16.7,4,DOHC,0.8,MPFI,95.8,186,4993,AWD,4,Front,4675,1626,1773,2376,922,,,Automatic
455,Maruti Suzuki,Alto,2017,30.3,CNG,Hatchback,1200,112,24.6,6,DOHC,1.2,MPFI,89.5,237,4326,AWD,5,Front,4405,1911,1437,2670,1752,,,Automatic
456,Honda,City,2020,21.5,Electric,Sedan,0,194,0.0,0,DOHC,0.0,Battery,0.0,147,0,FWD,4,Front,4666,1666,1565,2663,1287,48,259,Manual
457,Audi,A6,2021,22.4,Electric,Hatchback,0,132,0.0,0,DOHC,0.0,Battery,0.0,245,0,RWD,4,Front,4839,1956,1480,2368,1280,25,455,Manual
458,Tata,Nexon,2021,27.7,Diesel,SUV,1200,73,14.6,3,DOHC,1.2,MPFI,91.8,232,6474,RWD,4,Front,4883,1564,1759,2461,2041,,,Automatic
459,Honda,City,2019,23.1,Petrol,Sedan,800,52,16.8,6,DOHC,0.8,MPFI,84.4,120,5918,RWD,5,Front,3719,1902,1673,2342,1973,,,Automatic
460,Maruti Suzuki,Alto,2021,24.3,Electric,SUV,0,197,0.0,0,DOHC,0.0,Battery,0.0,158,0,RWD,4,Front,4795,1877,1783,2555,2076,33,298,Automatic
461,Tata,Punch,2022,25.7,Petrol,Sedan,1200,91,24.0,3,DOHC,1.2,MPFI,82.9,208,4100,AWD,5,Front,4111,1549,1402,2918,2082,,,Manual
462,Toyota,Fortuner,2024,25.0,Electric,Hatchback,0,191,0.0,0,DOHC,0.0,Battery,0.0,124,0,RWD,5,Front,3646,1800,1857,2442,1205,34,275,Automatic
463,Tata,Punch,2023,26.1,Electric,SUV,0,176,0.0,0,DOHC,0.0,Battery,0.0,171,0,AWD,5,Front,3692,1536,1405,2774,1900,79,379,Manual
464,Volkswagen,Taigun,2024,37.1,Petrol,Sedan,2000,132,16.3,3,DOHC,2.0,MPFI,73.0,122,4835,AWD,4,Front,4014,1826,1796,2812,1544,,,Manual
465,Skoda,Slavia,2025,21.4,CNG,Sedan,1000,86,12.7,3,DOHC,1.0,MPFI,75.1,223,5880,FWD,5,Front,4579,1875,1495,2431,893,,,Manual
466,Honda,City,2025,53.6,Petrol,Sedan,3000,197,18.4,3,DOHC,3.0,MPFI,81.4,218,4355,AWD,4,Front,3763,1968,1889,2729,1276,,,Manual
467,Maruti Suzuki,Alto,2026,22.9,Petrol,SUV,800,66,21.2,4,DOHC,0.8,MPFI,77.5,158,4528,AWD,5,Front,4152,1843,1873,2693,1939,,,Manual
468,Volkswagen,Taigun,2019,31.5,Diesel,Hatchback,1500,125,20.8,3,DOHC,1.5,MPFI,76.0,232,5581,AWD,4,Front,3649,1632,1541,2926,2066,,,Manual
469,Toyota,Fortuner,2017,23.7,Electric,Sedan,0,194,0.0,0,DOHC,0.0,Battery,0.0,212,0,RWD,5,Front,4072,1815,1770,2976,1519,32,423,Manual
470,Mahindra,Scorpio,2020,30.5,Petrol,SUV,1500,95,13.2,6,DOHC,1.5,MPFI,84.8,213,5805,RWD,4,Front,3700,1502,1806,2588,919,,,Manual
471,Volkswagen,Taigun,2022,62.9,Petrol,Sedan,3000,241,18.1,6,DOHC,3.0,MPFI,76.0,153,5419,RWD,5,Front,4156,1978,1673,2512,1133,,,Automatic
472,Hyundai,Creta,2023,24.0,Diesel,SUV,1200,87,15.4,3,DOHC,1.2,MPFI,85.7,197,5055,FWD,4,Front,3616,1977,1501,2491,979,,,Manual
473,BMW,X1,2020,31.1,CNG,Sedan,1500,134,12.6,3,DOHC,1.5,MPFI,72.1,213,6477,AWD,4,Front,4237,1966,1800,2624,1839,,,Manual
474,Audi,A6,2020,27.5,Diesel,Hatchback,1200,115,24.6,4,DOHC,1.2,MPFI,74.4,187,5801,AWD,4,Front,3577,1959,1648,2544,1244,,,Automatic
475,Mahindra,Scorpio,2022,28.2,Petrol,Sedan,1200,95,23.2,4,DOHC,1.2,MPFI,93.8,223,5446,FWD,4,Front,4301,1577,1663,2864,1295,,,Manual
476,Volkswagen,Taigun,2021,26.3,Electric,Hatchback,0,214,0.0,0,DOHC,0.0,Battery,0.0,126,0,AWD,5,Front,3661,1527,1800,2637,1356,22,274,Manual
477,Mahindra,Scorpio,2019,21.9,Petrol,Hatchback,800,59,22.8,6,DOHC,0.8,MPFI,92.7,148,4127,RWD,5,Front,3888,1874,1681,2324,1830,,,Manual
478,Volkswagen,Taigun,2023,67.2,Diesel,Hatchback,3000,284,17.9,3,DOHC,3.0,MPFI,79.3,214,4223,FWD,5,Front,3544,1613,1426,2386,885,,,Manual
479,MG,Hector,2021,52.8,Diesel,Sedan,3000,185,15.8,3,DOHC,3.0,MPFI,96.7,179,4601,RWD,5,Front,4268,1628,1567,2416,1241,,,Manual
480,Maruti Suzuki,Alto,2018,32.5,Petrol,Hatchback,1500,110,18.3,4,DOHC,1.5,MPFI,92.3,230,5600,RWD,4,Front,4813,1574,1744,2338,1370,,,Manual
481,BMW,X1,2020,25.6,CNG,SUV,1000,62,14.7,6,DOHC,1.0,MPFI,84.7,221,4645,AWD,4,Front,3866,1706,1707,2465,1738,,,Manual
482,Volkswagen,Taigun,2019,19.9,CNG,Sedan,1000,73,15.7,3,DOHC,1.0,MPFI,87.0,193,4964,AWD,5,Front,4050,1910,1763,2362,2196,,,Manual
483,Mercedes-Benz,C-Class,2024,36.6,Diesel,SUV,1500,135,15.3,4,DOHC,1.5,MPFI,73.9,199,4431,RWD,5,Front,4715,1569,1811,2878,1087,,,Automatic
484,Audi,A6,2023,44.1,Petrol,SUV,2000,143,15.8,6,DOHC,2.0,MPFI,94.7,227,4694,FWD,5,Front,4888,1653,1878,2950,1209,,,Automatic
485,Toyota,Fortuner,2020,30.9,CNG,SUV,1500,102,14.2,6,DOHC,1.5,MPFI,92.6,244,4552,RWD,4,Front,4281,1817,1592,2731,1467,,,Automatic
486,Volkswagen,Taigun,2019,18.7,Electric,Hatchback,0,162,0.0,0,DOHC,0.0,Battery,0.0,165,0,FWD,5,Front,4863,1875,1437,2444,1654,75,403,Manual
487,Kia,Seltos,2026,25.2,Electric,Hatchback,0,177,0.0,0,DOHC,0.0,Battery,0.0,222,0,RWD,4,Front,4896,1703,1457,2373,868,38,328,Manual
488,Tata,Punch,2026,26.8,Petrol,SUV,1200,96,14.5,4,DOHC,1.2,MPFI,73.6,215,5134,FWD,4,Front,4940,1806,1778,2546,2071,,,Manual
489,Mahindra,XUV700,2024,16.6,Electric,Sedan,0,107,0.0,0,DOHC,0.0,Battery,0.0,226,0,AWD,5,Front,3833,1840,1787,2561,1692,61,302,Automatic
490,Maruti Suzuki,Swift,2020,26.7,Petrol,Sedan,1200,111,18.5,4,DOHC,1.2,MPFI,87.6,235,5998,FWD,4,Front,3679,1605,1683,2860,1121,,,Automatic
491,Skoda,Slavia,2025,44.3,Petrol,Hatchback,2000,169,19.7,4,DOHC,2.0,MPFI,70.1,139,4125,FWD,5,Front,4137,1788,1754,2561,1567,,,Manual
492,Skoda,Slavia,2023,22.8,CNG,SUV,1000,62,20.7,3,DOHC,1.0,MPFI,83.0,209,6396,FWD,4,Front,4658,1638,1739,2488,1644,,,Automatic
493,Maruti Suzuki,Alto,2023,29.2,CNG,Hatchback,1500,115,16.2,4,DOHC,1.5,MPFI,93.9,189,6420,RWD,4,Front,4214,1954,1736,2568,896,,,Automatic
494,BMW,X1,2025,19.8,Diesel,Hatchback,800,61,12.4,4,DOHC,0.8,MPFI,92.7,200,5315,AWD,4,Front,4495,1512,1850,2705,895,,,Automatic
495,Honda,City,2025,30.0,Electric,Sedan,0,216,0.0,0,DOHC,0.0,Battery,0.0,143,0,AWD,4,Front,3540,1532,1644,2323,1416,57,468,Manual
496,Audi,A6,2025,31.8,Diesel,SUV,1500,116,24.8,6,DOHC,1.5,MPFI,90.6,181,4728,FWD,5,Front,4004,1597,1513,2988,1573,,,Automatic
497,Maruti Suzuki,Swift,2023,32.8,Petrol,Sedan,1200,109,16.2,3,DOHC,1.2,MPFI,85.5,179,5287,FWD,4,Front,4172,1880,1766,2338,2092,,,Automatic
498,Mahindra,XUV700,2020,16.5,CNG,Sedan,800,57,24.0,3,DOHC,0.8,MPFI,76.9,176,4681,AWD,4,Front,3654,1871,1646,2672,1289,,,Manual
499,Honda,City,2017,30.3,CNG,SUV,1500,114,23.8,3,DOHC,1.5,MPFI,85.9,146,5341,RWD,4,Front,3707,1773,1823,2361,1923,,,Manual
500,BMW,X1,2018,27.1,Electric,Sedan,0,188,0.0,0,DOHC,0.0,Battery,0.0,178,0,RWD,4,Front,3997,1613,1560,2778,1609,59,299,Automatic
501,Mercedes-Benz,C-Class,2017,18.2,Electric,Sedan,0,118,0.0,0,DOHC,0.0,Battery,0.0,225,0,FWD,4,Front,4234,1744,1539,2912,1556,33,413,Automatic
502,Maruti Suzuki,Swift,2017,44.6,Diesel,Sedan,2000,189,21.4,3,DOHC,2.0,MPFI,78.3,243,6270,AWD,5,Front,3754,1525,1557,2987,2019,,,Manual
503,Honda,City,2022,11.4,Electric,SUV,0,86,0.0,0,DOHC,0.0,Battery,0.0,188,0,FWD,5,Front,4960,1580,1812,2797,1080,37,202,Automatic
504,Hyundai,i20,2021,42.2,Petrol,Hatchback,2000,167,15.1,3,DOHC,2.0,MPFI,88.1,168,6121,FWD,5,Front,4522,1859,1637,2888,829,,,Manual
505,Honda,City,2022,35.6,CNG,SUV,1500,111,23.9,3,DOHC,1.5,MPFI,89.4,176,4363,FWD,4,Front,3832,1735,1607,2450,940,,,Manual
506,Maruti Suzuki,Swift,2023,24.4,Petrol,Hatchback,1200,82,20.6,6,DOHC,1.2,MPFI,78.3,124,6364,AWD,4,Front,4448,1780,1685,2571,1896,,,Automatic
507,Audi,A6,2018,21.8,Diesel,Sedan,1000,89,24.7,4,DOHC,1.0,MPFI,73.8,170,5819,FWD,4,Front,4759,1590,1550,2517,1233,,,Automatic
508,Tata,Nexon,2021,22.5,Petrol,Sedan,800,55,18.2,6,DOHC,0.8,MPFI,79.0,153,5946,AWD,5,Front,3622,1691,1534,2472,1898,,,Automatic
509,BMW,X1,2017,37.9,Petrol,Hatchback,2000,155,19.0,6,DOHC,2.0,MPFI,86.2,160,4498,FWD,5,Front,3739,1624,1597,2582,2016,,,Manual
510,Honda,City,2020,16.7,Electric,Hatchback,0,116,0.0,0,DOHC,0.0,Battery,0.0,158,0,AWD,5,Front,3903,1851,1603,2323,1367,58,405,Manual
511,Tata,Nexon,2026,28.7,Diesel,Sedan,1200,118,15.3,6,DOHC,1.2,MPFI,76.0,201,5329,FWD,4,Front,4718,1544,1461,2831,1159,,,Automatic
512,Mahindra,Scorpio,2023,22.2,CNG,Hatchback,800,74,18.9,3,DOHC,0.8,MPFI,88.9,198,6323,FWD,5,Front,3501,1561,1677,2812,1130,,,Manual
513,BMW,X1,2019,26.6,Electric,Sedan,0,234,0.0,0,DOHC,0.0,Battery,0.0,243,0,FWD,4,Front,4094,1803,1739,2783,919,29,310,Manual
514,Mercedes-Benz,C-Class,2023,52.1,Diesel,Hatchback,3000,180,18.1,4,DOHC,3.0,MPFI,83.8,232,4759,AWD,4,Front,4348,1971,1769,2728,1585,,,Automatic
515,Hyundai,i20,2017,25.9,CNG,Hatchback,1000,65,20.9,4,DOHC,1.0,MPFI,80.9,195,4433,FWD,5,Front,4780,1625,1726,2640,1482,,,Automatic
516,Tata,Nexon,2018,19.4,Electric,SUV,0,170,0.0,0,DOHC,0.0,Battery,0.0,132,0,AWD,5,Front,4833,1905,1775,2357,1125,43,222,Manual
517,Hyundai,i20,2023,24.9,CNG,Sedan,1000,77,14.1,4,DOHC,1.0,MPFI,96.5,204,6216,RWD,5,Front,4020,1773,1636,2547,1683,,,Manual
518,Tata,Nexon,2017,33.4,Diesel,SUV,1500,103,23.4,6,DOHC,1.5,MPFI,89.6,141,6352,AWD,5,Front,4859,1551,1414,2868,1825,,,Manual
519,BMW,X1,2024,42.3,Diesel,Hatchback,2000,142,21.1,6,DOHC,2.0,MPFI,75.3,249,5243,RWD,4,Front,3897,1715,1441,2610,932,,,Manual
520,Honda,City,2017,30.5,Diesel,SUV,1500,124,13.7,6,DOHC,1.5,MPFI,92.4,127,4715,AWD,5,Front,4291,1997,1878,2941,1038,,,Automatic
521,Mahindra,XUV700,2023,20.4,CNG,Hatchback,1000,61,12.8,3,DOHC,1.0,MPFI,96.5,247,5805,RWD,5,Front,4508,1965,1584,2858,965,,,Automatic
522,Toyota,Fortuner,2018,24.3,Diesel,SUV,800,73,22.2,6,DOHC,0.8,MPFI,76.0,202,6057,RWD,5,Front,3709,1557,1893,2484,1175,,,Automatic
523,Audi,A6,2024,13.7,Electric,SUV,0,77,0.0,0,DOHC,0.0,Battery,0.0,217,0,RWD,5,Front,4428,1705,1788,2774,1597,70,383,Manual
524,Skoda,Slavia,2022,29.2,Diesel,SUV,1200,115,16.9,4,DOHC,1.2,MPFI,74.1,230,5780,RWD,5,Front,4658,1575,1695,2567,2034,,,Manual
525,Mahindra,XUV700,2018,15.6,Electric,Sedan,0,119,0.0,0,DOHC,0.0,Battery,0.0,161,0,AWD,4,Front,4743,1611,1599,2902,1564,47,263,Manual
526,Tata,Punch,2026,32.2,CNG,SUV,1200,103,16.0,3,DOHC,1.2,MPFI,79.1,165,4025,AWD,5,Front,3832,1824,1761,2766,1312,,,Automatic
527,Skoda,Slavia,2025,21.7,Electric,SUV,0,174,0.0,0,DOHC,0.0,Battery,0.0,128,0,RWD,4,Front,4993,1834,1515,2794,1801,58,325,Manual
528,Tata,Nexon,2024,57.6,Diesel,Sedan,3000,232,13.0,3,DOHC,3.0,MPFI,90.5,221,6391,RWD,5,Front,3654,1614,1590,2627,1297,,,Manual
529,Mercedes-Benz,C-Class,2021,21.6,Electric,Hatchback,0,185,0.0,0,DOHC,0.0,Battery,0.0,130,0,FWD,4,Front,4186,1826,1501,2595,1451,46,251,Automatic
530,Maruti Suzuki,Alto,2018,38.1,CNG,SUV,2000,131,14.1,3,DOHC,2.0,MPFI,85.6,212,4244,FWD,5,Front,4497,1669,1716,2596,1611,,,Automatic
531,Audi,A6,2020,60.2,Petrol,Sedan,3000,259,15.3,4,DOHC,3.0,MPFI,81.3,178,5623,AWD,5,Front,4632,1748,1540,2417,1109,,,Manual
532,Hyundai,i20,2025,32.0,Diesel,Hatchback,1200,117,15.7,3,DOHC,1.2,MPFI,92.1,187,5459,RWD,4,Front,3605,1683,1414,2959,1058,,,Automatic
533,Audi,A6,2023,43.2,Petrol,Hatchback,2000,173,18.4,4,DOHC,2.0,MPFI,87.6,191,4525,AWD,5,Front,4886,1506,1819,2947,1691,,,Manual
534,Honda,City,2022,25.6,CNG,Sedan,1200,107,23.3,4,DOHC,1.2,MPFI,81.3,247,6493,RWD,5,Front,4459,1534,1809,2507,2128,,,Manual
535,Toyota,Fortuner,2022,29.1,Electric,Sedan,0,235,0.0,0,DOHC,0.0,Battery,0.0,179,0,FWD,5,Front,4032,1570,1620,2967,1338,21,441,Automatic
536,Tata,Punch,2026,33.3,Petrol,Sedan,1500,149,18.0,3,DOHC,1.5,MPFI,73.5,234,4996,RWD,4,Front,4918,1913,1673,2363,1332,,,Manual
537,BMW,X1,2025,24.7,Electric,SUV,0,160,0.0,0,DOHC,0.0,Battery,0.0,133,0,AWD,4,Front,4336,1508,1498,2777,1346,69,434,Manual
538,Mercedes-Benz,C-Class,2018,24.6,Electric,SUV,0,163,0.0,0,DOHC,0.0,Battery,0.0,222,0,RWD,5,Front,4578,1822,1510,2931,2124,46,352,Automatic
539,Mercedes-Benz,C-Class,2019,19.8,Electric,Hatchback,0,166,0.0,0,DOHC,0.0,Battery,0.0,233,0,RWD,5,Front,4658,1668,1802,2703,826,37,213,Automatic
540,Mahindra,Scorpio,2026,26.8,CNG,Hatchback,1000,87,21.6,4,DOHC,1.0,MPFI,81.3,130,4668,AWD,4,Front,4760,1862,1540,2929,2045,,,Manual
541,Toyota,Fortuner,2024,16.5,Electric,Hatchback,0,138,0.0,0,DOHC,0.0,Battery,0.0,163,0,RWD,5,Front,4615,1636,1746,2409,1672,47,301,Manual
542,Maruti Suzuki,Swift,2020,65.9,Diesel,SUV,3000,280,23.4,4,DOHC,3.0,MPFI,79.2,248,6231,RWD,4,Front,4871,1788,1551,2632,2099,,,Automatic
543,Kia,Seltos,2024,40.7,CNG,Hatchback,2000,127,19.1,3,DOHC,2.0,MPFI,76.8,210,5068,AWD,5,Front,4247,1894,1453,2973,1705,,,Automatic
544,Audi,A6,2023,47.1,Petrol,Hatchback,2000,196,15.7,6,DOHC,2.0,MPFI,96.7,144,6150,FWD,5,Front,3838,1757,1663,2844,1383,,,Automatic
545,Audi,A6,2026,45.8,CNG,Hatchback,2000,177,22.6,4,DOHC,2.0,MPFI,73.5,168,5497,AWD,4,Front,4427,1536,1457,2755,1393,,,Automatic
546,Toyota,Fortuner,2019,26.8,Diesel,Hatchback,1200,112,14.5,3,DOHC,1.2,MPFI,86.7,191,6159,AWD,5,Front,3813,1843,1671,2447,1732,,,Automatic
547,Tata,Nexon,2020,43.4,CNG,SUV,2000,135,24.5,3,DOHC,2.0,MPFI,74.1,211,4010,AWD,5,Front,4977,1802,1554,2402,1237,,,Automatic
548,Mercedes-Benz,C-Class,2018,24.3,Electric,Sedan,0,209,0.0,0,DOHC,0.0,Battery,0.0,127,0,FWD,5,Front,4514,1841,1496,2727,1070,55,474,Manual
549,BMW,X1,2017,32.5,Diesel,SUV,1500,101,15.3,4,DOHC,1.5,MPFI,89.3,140,5983,RWD,5,Front,4119,1538,1464,2540,1043,,,Automatic
550,Maruti Suzuki,Alto,2023,25.0,Diesel,Sedan,800,77,15.4,4,DOHC,0.8,MPFI,77.2,136,4708,RWD,5,Front,4100,1913,1863,2429,2098,,,Automatic
551,Kia,Seltos,2018,38.5,CNG,Sedan,2000,136,14.1,6,DOHC,2.0,MPFI,91.6,166,6313,FWD,5,Front,3608,1986,1658,2643,1713,,,Manual
552,BMW,X1,2021,24.3,Petrol,Hatchback,800,64,18.2,4,DOHC,0.8,MPFI,90.2,224,5905,RWD,4,Front,4089,1974,1661,2509,906,,,Automatic
553,Tata,Nexon,2024,32.1,CNG,SUV,1500,108,15.1,3,DOHC,1.5,MPFI,87.3,149,4322,RWD,5,Front,4871,1954,1685,2665,1788,,,Automatic
554,Mercedes-Benz,C-Class,2018,61.5,Diesel,Hatchback,3000,224,21.6,6,DOHC,3.0,MPFI,87.2,242,4830,AWD,4,Front,4181,1978,1775,2802,1241,,,Manual
555,Kia,Seltos,2018,24.3,Petrol,Sedan,1200,93,19.2,3,DOHC,1.2,MPFI,79.2,172,4948,AWD,4,Front,4699,1916,1407,2468,1926,,,Automatic
556,Volkswagen,Taigun,2020,15.6,Electric,Hatchback,0,78,0.0,0,DOHC,0.0,Battery,0.0,192,0,FWD,4,Front,3947,1734,1798,2595,845,51,305,Automatic
557,Hyundai,Creta,2025,34.9,Diesel,SUV,1500,107,22.5,3,DOHC,1.5,MPFI,70.1,206,4945,RWD,5,Front,4333,1692,1795,2407,1083,,,Manual
558,Honda,City,2019,23.9,Petrol,Sedan,1200,81,22.9,4,DOHC,1.2,MPFI,95.0,170,4266,FWD,5,Front,3781,1645,1725,2913,1871,,,Automatic
559,Tata,Punch,2024,45.2,Diesel,Sedan,2000,195,15.7,3,DOHC,2.0,MPFI,97.8,204,5829,RWD,4,Front,3781,1709,1477,2350,1926,,,Manual
560,Tata,Punch,2023,58.2,Petrol,Sedan,3000,225,20.4,3,DOHC,3.0,MPFI,71.5,221,5486,FWD,5,Front,3894,1835,1868,2623,1150,,,Automatic
561,Skoda,Slavia,2021,22.3,Diesel,SUV,1000,89,15.0,4,DOHC,1.0,MPFI,86.2,189,4779,RWD,5,Front,3592,1507,1438,2756,1303,,,Automatic
562,BMW,X1,2020,23.2,Diesel,SUV,800,78,19.1,3,DOHC,0.8,MPFI,88.8,245,5274,FWD,4,Front,4616,1550,1525,2372,1205,,,Manual
563,Hyundai,i20,2022,15.3,Electric,SUV,0,100,0.0,0,DOHC,0.0,Battery,0.0,126,0,FWD,5,Front,4876,1625,1635,2367,1403,32,394,Automatic
564,Maruti Suzuki,Swift,2018,61.7,CNG,Hatchback,3000,243,23.4,4,DOHC,3.0,MPFI,70.3,232,4236,FWD,4,Front,4942,1666,1686,2399,2195,,,Automatic
565,Skoda,Slavia,2025,20.0,Electric,Hatchback,0,134,0.0,0,DOHC,0.0,Battery,0.0,129,0,RWD,4,Front,3793,1724,1415,2907,1042,72,353,Automatic
566,Mercedes-Benz,C-Class,2026,33.7,Diesel,Sedan,1500,121,15.2,6,DOHC,1.5,MPFI,79.7,159,6163,FWD,5,Front,3947,1887,1443,2825,2118,,,Manual
567,Mahindra,XUV700,2017,19.6,Electric,Sedan,0,135,0.0,0,DOHC,0.0,Battery,0.0,201,0,FWD,4,Front,3838,1850,1738,2319,1427,40,219,Automatic
568,Skoda,Slavia,2020,37.9,CNG,SUV,2000,122,22.2,4,DOHC,2.0,MPFI,76.7,204,4731,RWD,4,Front,3965,1575,1823,2828,1513,,,Automatic
569,Maruti Suzuki,Alto,2025,18.2,Electric,Sedan,0,119,0.0,0,DOHC,0.0,Battery,0.0,198,0,RWD,4,Front,3518,1727,1495,2609,1709,32,360,Manual
570,Mahindra,XUV700,2017,20.6,CNG,SUV,800,53,24.1,6,DOHC,0.8,MPFI,78.8,143,5224,FWD,5,Front,4393,1949,1490,2413,1773,,,Manual
571,Hyundai,Creta,2022,22.0,Electric,Sedan,0,154,0.0,0,DOHC,0.0,Battery,0.0,176,0,RWD,4,Front,4875,1532,1429,2626,1442,42,243,Manual
572,Maruti Suzuki,Alto,2017,23.3,CNG,Hatchback,1000,76,23.4,6,DOHC,1.0,MPFI,97.4,199,4506,RWD,5,Front,4406,1667,1445,2842,836,,,Automatic
573,Toyota,Fortuner,2025,15.0,Electric,SUV,0,122,0.0,0,DOHC,0.0,Battery,0.0,182,0,FWD,5,Front,4174,1843,1702,2943,1140,58,307,Manual
574,Volkswagen,Taigun,2021,21.4,Petrol,Hatchback,800,57,14.3,3,DOHC,0.8,MPFI,80.8,223,4241,AWD,4,Front,4608,1979,1554,2995,1639,,,Manual
575,Skoda,Slavia,2026,24.6,Electric,Sedan,0,160,0.0,0,DOHC,0.0,Battery,0.0,169,0,RWD,5,Front,4233,1543,1750,2492,1529,73,383,Automatic
576,Volkswagen,Taigun,2023,21.1,Electric,Hatchback,0,128,0.0,0,DOHC,0.0,Battery,0.0,229,0,AWD,4,Front,4013,1553,1677,2694,1444,50,353,Manual
577,BMW,X1,2017,25.5,Petrol,Sedan,1200,107,18.6,4,DOHC,1.2,MPFI,82.0,243,5483,RWD,4,Front,3554,1505,1864,2882,1075,,,Automatic
578,Hyundai,Creta,2022,28.2,Petrol,Hatchback,1500,94,21.3,6,DOHC,1.5,MPFI,83.1,206,4604,FWD,5,Front,4375,1794,1697,2764,1245,,,Automatic
579,Mahindra,Scorpio,2022,30.1,Electric,Sedan,0,231,0.0,0,DOHC,0.0,Battery,0.0,196,0,FWD,4,Front,3753,1719,1406,2694,1461,48,450,Automatic
580,Skoda,Slavia,2026,22.0,Petrol,Hatchback,1000,85,23.8,3,DOHC,1.0,MPFI,73.9,121,6147,FWD,5,Front,4627,1577,1716,2413,1413,,,Manual
581,Honda,City,2025,60.8,Petrol,Hatchback,3000,260,14.1,3,DOHC,3.0,MPFI,84.6,236,5077,AWD,5,Front,3981,1897,1751,2557,2127,,,Automatic
582,MG,Hector,2017,62.7,Diesel,Sedan,3000,280,14.0,3,DOHC,3.0,MPFI,78.1,175,4264,RWD,5,Front,4157,1787,1769,2850,1401,,,Manual
583,Volkswagen,Taigun,2021,61.7,Diesel,Sedan,3000,274,18.2,6,DOHC,3.0,MPFI,83.1,197,5669,FWD,5,Front,3670,1906,1425,2566,2138,,,Manual
584,Mercedes-Benz,C-Class,2021,55.7,Diesel,Hatchback,3000,224,24.4,3,DOHC,3.0,MPFI,75.8,134,6167,RWD,4,Front,4574,1906,1809,2357,1472,,,Manual
585,Honda,City,2021,30.1,CNG,Sedan,1500,127,23.7,6,DOHC,1.5,MPFI,86.7,185,4053,AWD,4,Front,3663,1810,1635,2458,1740,,,Automatic
586,Volkswagen,Taigun,2024,25.0,CNG,Hatchback,1000,97,14.0,4,DOHC,1.0,MPFI,81.7,133,5992,AWD,4,Front,3537,1804,1542,2429,2026,,,Manual
587,Audi,A6,2022,19.9,Electric,Hatchback,0,122,0.0,0,DOHC,0.0,Battery,0.0,210,0,FWD,5,Front,4090,1946,1466,2624,1484,36,208,Manual
588,Mahindra,XUV700,2024,59.6,CNG,Hatchback,3000,245,14.6,4,DOHC,3.0,MPFI,87.2,250,6190,FWD,4,Front,4353,1504,1622,2521,1948,,,Automatic
589,Honda,City,2018,28.0,Electric,Hatchback,0,216,0.0,0,DOHC,0.0,Battery,0.0,184,0,AWD,5,Front,4092,1617,1765,2470,1332,27,213,Automatic
590,Mahindra,Scorpio,2018,30.9,Electric,SUV,0,216,0.0,0,DOHC,0.0,Battery,0.0,234,0,FWD,5,Front,4507,1979,1559,2493,2096,28,210,Manual
591,Audi,A6,2025,23.6,Diesel,SUV,800,74,22.0,6,DOHC,0.8,MPFI,78.4,179,6223,FWD,4,Front,4243,1888,1899,2841,1365,,,Automatic
592,Toyota,Fortuner,2019,28.5,CNG,SUV,1200,87,12.8,3,DOHC,1.2,MPFI,98.0,194,5662,FWD,4,Front,3993,1600,1458,2964,1244,,,Automatic
593,Maruti Suzuki,Alto,2026,34.5,Petrol,Sedan,1500,112,12.6,4,DOHC,1.5,MPFI,80.5,121,4825,FWD,5,Front,4866,1598,1675,2786,1636,,,Manual
594,Volkswagen,Taigun,2024,27.5,Petrol,Hatchback,1500,94,17.7,6,DOHC,1.5,MPFI,92.5,171,4952,FWD,4,Front,3871,1896,1444,2355,1237,,,Manual
595,Maruti Suzuki,Swift,2021,17.4,Petrol,Sedan,800,70,24.7,3,DOHC,0.8,MPFI,72.5,144,4563,RWD,5,Front,4841,1981,1488,2904,1967,,,Manual
596,Toyota,Fortuner,2024,17.6,Diesel,SUV,800,61,13.5,6,DOHC,0.8,MPFI,75.8,152,6473,FWD,5,Front,3781,1792,1604,2807,1230,,,Automatic
